Periodo,Regiao ,Instituicao,No Total de Partos,No Cesarianas
2015-01,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",108,40
2015-02,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",246,74
2015-01,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",247,74
2015-01,Regiao de Saude LVT,"Hospital de Cascais, PPP",194,52
2015-02,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2015-02,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2014-10,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1368,422
2014-11,Regiao de Saude do Centro,"Unidade Local de Saude da Guarda, EPE",523,213
2014-11,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",2101,614
2014-10,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1183,304
2014-10,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",1028,332
2014-10,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",1608,427
2014-11,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",1514,428
2014-10,Regiao de Saude Norte,"Hospital de Braga, PPP",2167,653
2014-11,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2014-10,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-02,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",281,82
2015-02,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",234,67
2015-03,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",430,88
2015-03,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",453,136
2015-02,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",357,88
2015-02,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",201,53
2015-02,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-03,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2016-12,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",2672,753
2016-12,Regiao de Saude LVT,Instituto Gama Pinto,,
2016-12,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",3234,902
2016-12,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1384,471
2016-12,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",2118,568
2016-12,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2016-12,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",1505,413
2016-12,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",499,202
2017-01,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",105,34
2017-01,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",188,51
2017-01,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",162,34
2017-01,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2017-01,Regiao de Saude LVT,"Hospital de Loures, PPP",205,40
2017-01,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",266,72
2017-01,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",80,19
2017-01,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",109,46
2017-01,Regiao de Saude Norte,"Hospital de Braga, PPP",270,78
2015-04,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",1096,296
2015-04,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",723,178
2015-04,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-04,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",834,257
2015-04,Regiao de Saude LVT,Instituto Gama Pinto,,
2015-04,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-04,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",388,140
2015-04,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",236,76
2015-04,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",714,175
2015-04,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",542,153
2015-04,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2015-04,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2015-05,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",463,126
2015-05,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2015-05,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2015-05,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",575,176
2015-05,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",923,225
2015-05,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",624,154
2015-05,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1092,331
2015-05,Regiao de Saude Norte,"Hospital de Braga, PPP",1118,319
2015-05,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2015-05,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",184,87
2015-06,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",549,153
2015-06,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2015-06,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2015-06,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",763,181
2015-06,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",572,155
2015-06,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1131,288
2015-06,Regiao de Saude LVT,Instituto Gama Pinto,,
2015-07,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2015-07,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",344,99
2014-12,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",519,127
2014-12,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",1642,520
2014-11,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1321,344
2014-12,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",2314,598
2014-12,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1842,567
2014-12,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2014-12,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2014-12,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2014-12,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2014-12,Regiao de Saude LVT,Instituto Gama Pinto,,
2014-11,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",665,222
2014-11,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1183,408
2014-11,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1337,452
2014-11,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",2255,582
2014-11,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",1041,278
2014-11,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",729,208
2014-11,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2014-11,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2014-11,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2014-11,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2015-03,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",214,56
2015-02,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",366,87
2015-02,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",188,72
2015-02,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",396,111
2015-02,Regiao de Saude LVT,"Hospital de Cascais, PPP",378,113
2015-03,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2015-03,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2015-02,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2015-03,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2015-02,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2015-01,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",142,37
2015-01,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",160,50
2014-12,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1426,377
2015-01,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",99,33
2015-01,Regiao de Saude LVT,"Hospital de Vila Franca de Xira, PPP",131,27
2015-02,Regiao de Saude LVT,Centro Hospitalar do Oeste,219,64
2015-01,Regiao de Saude Norte,"Hospital de Braga, PPP",224,76
2015-01,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2015-02,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2015-01,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2015-04,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",376,106
2015-03,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",547,131
2015-03,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2013-01,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",118,40
2013-02,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",106,38
2013-01,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",192,57
2013-01,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",281,109
2013-01,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",216,92
2013-01,Regiao de Saude LVT,"Hospital de Cascais, PPP",206,57
2013-02,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2013-01,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2013-01,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",57,21
2016-08,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1539,402
2016-08,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",928,314
2016-08,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1391,378
2016-08,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2016-09,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1042,295
2016-09,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1775,488
2016-09,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2016-09,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",1065,355
2016-09,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2016-09,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2016-09,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",1163,326
2016-10,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1647,365
2016-10,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2016-10,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2016-10,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",2981,822
2016-10,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2016-10,Regiao de Saude Norte,"Centro Hospitalar de Sao Joao, EPE",2116,607
2016-10,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1784,481
2016-11,Regiao de Saude do Alentejo,"Unidade Local de Saude do Baixo Alentejo, EPE",1020,265
2016-11,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2016-11,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",489,187
2016-11,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",1569,405
2016-11,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",4484,1202
2016-11,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",367,95
2016-11,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",1287,359
2016-11,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",2437,679
2016-11,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",2504,660
2016-11,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2016-11,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",801,237
2016-11,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",1955,525
2016-11,Regiao de Saude Norte,"Hospital de Magalhaes Lemos, EPE",,
2016-12,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",1972,430
2016-12,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2016-12,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",887,258
2016-12,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",2445,607
2016-12,Regiao de Saude Norte,"Hospital de Braga, PPP",2936,791
2016-12,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2017-01,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",100,30
2017-01,Regiao de Saude do Centro,"Centro Hospitalar do Baixo Vouga, EPE",147,40
2017-01,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2017-01,Regiao de Saude LVT,Centro Hospitalar do Oeste,108,28
2017-01,Regiao de Saude Norte,"Centro Hospitalar Entre Douro e Vouga, EPE",132,30
2017-01,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",191,47
2017-01,Regiao de Saude Norte,"Hospital da Senhora da Oliveira, Guimaraes, EPE",174,42
2017-01,Regiao de Saude Norte,"Unidade Local de Saude do Alto Minho, EPE",104,33
2017-01,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",37,11
2013-09,Regiao de Saude LVT,Centro Hospitalar do Oeste,1221,344
2013-09,Regiao de Saude Norte,"Instituto Portugues Oncologia do Porto, EPE",,
2013-09,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2013-09,Regiao de Saude Norte,"Hospital Santa Maria Maior, EPE",,
2013-04,Regiao de Saude do Centro,"Centro Hospitalar e Universitario de Coimbra, EPE",1540,457
2013-11,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",706,232
2013-12,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",1251,497
2013-12,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",2034,631
2013-12,Regiao de Saude LVT,"Hospital de Cascais, PPP",2304,692
2013-12,Regiao de Saude LVT,"Hospital de Loures, PPP",2146,475
2014-07,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",403,136
2014-08,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",340,85
2014-07,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",913,263
2014-07,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",2020,609
2014-07,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",677,209
2014-07,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",1455,467
2014-07,Regiao de Saude Norte,"Hospital de Braga, PPP",1454,440
2014-08,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2014-08,Regiao de Saude do Centro,"Hospital Distrital da Figueira da Foz, EPE",,
2014-07,Regiao de Saude LVT,Instituto Gama Pinto,,
2014-02,Regiao de Saude Norte,"Centro Hospitalar Povoa de Varzim/Vila do Conde, EPE",106,31
2014-02,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",177,62
2014-03,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",247,98
2014-02,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",202,44
2014-03,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",391,108
2014-02,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",396,125
2014-02,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",363,93
2014-02,Regiao de Saude LVT,"Hospital de Loures, PPP",386,81
2014-03,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2014-03,Regiao de Saude do Centro,"Instituto Portugues Oncologia de Coimbra, EPE",,
2014-09,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",388,95
2014-08,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",349,134
2014-08,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",1250,348
2014-08,Regiao de Saude LVT,"Hospital Garcia de Orta, EPE",1636,382
2014-08,Regiao de Saude LVT,Centro Hospitalar do Oeste,970,263
2014-08,Regiao de Saude Norte,"Hospital de Braga, PPP",1705,530
2014-09,Regiao de Saude do Alentejo,"Unidade Local de Saude do Litoral Alentejano, EPE",,
2014-08,Regiao de Saude LVT,"Instituto Portugues Oncologia de Lisboa, EPE",,
2013-03,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",266,83
2013-07,Regiao de Saude do Centro,"Centro Hospitalar Cova da Beira, EPE",351,106
2013-06,Regiao de Saude Norte,"Unidade Local de Saude de Matosinhos, EPE",693,203
2013-07,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1301,350
2013-06,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",242,93
2013-06,Regiao de Saude Norte,"Centro Hospitalar do Alto Ave, EPE",959,300
2013-07,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",985,273
2013-06,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",1408,510
2013-07,Regiao de Saude Norte,"Hospital de Braga, PPP",1443,436
2013-07,Regiao de Saude do Centro,Hospital Jose Luciano de Castro,,
2013-01,Regiao de Saude do Alentejo,"Hospital Espirito Santo de Evora, EPE",99,31
2013-05,Regiao de Saude do Centro,"Centro Hospitalar Tondela-Viseu, EPE",792,233
2013-05,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Central, EPE",1510,444
2013-04,Regiao de Saude Norte,"Unidade Local de Saude do Nordeste, EPE",155,55
2013-04,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",718,221
2013-04,Regiao de Saude LVT,"Centro Hospitalar Medio Tejo, EPE",245,68
2013-05,Regiao de Saude LVT,Centro Hospitalar do Oeste,704,207
2013-04,Regiao de Saude LVT,"Hospital de Cascais, PPP",731,226
2013-05,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2013-05,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2013-10,Regiao de Saude Norte,"Centro Hospitalar Tamega e Sousa, EPE",1956,528
2013-10,Regiao de Saude Norte,"Centro Hospitalar do Medio Ave, EPE",1064,424
2013-11,Regiao de Saude do Algarve,"Centro Hospitalar do Algarve, EPE",3218,989
2013-11,Regiao de Saude do Centro,"Centro Hospitalar de Leiria, EPE",1633,447
2013-10,Regiao de Saude LVT,"Hospital Distrital de Santarem, EPE",1002,314
2013-10,Regiao de Saude LVT,"Centro Hospitalar de Setubal, EPE",1350,401
2013-10,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",2407,877
2013-10,Regiao de Saude LVT,Centro Hospitalar do Oeste,1336,368
2013-10,Regiao de Saude do Centro,Centro Medicina de Reabilitacao da Regiao Centro Rovisco Pais,,
2013-11,Regiao de Saude do Centro,Hospital Arcebispo Joao Crisostomo,,
2014-01,Regiao de Saude Norte,"Centro Hospitalar Tras-os-Montes e Alto Douro, EPE",94,34
2014-01,Regiao de Saude Norte,"Centro Hospitalar Vila Nova de Gaia/Espinho, EPE",130,41
2014-01,Regiao de Saude LVT,"Centro Hospitalar de Lisboa Ocidental, EPE",196,57
2014-01,Regiao de Saude LVT,"Centro Hospitalar Barreiro/Montijo, EPE",118,45
2014-01,Regiao de Saude Norte,"Centro Hospitalar do Porto, EPE",222,77
2014-01,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",226,72
2014-01,Regiao de Saude LVT,Centro Hospitalar do Oeste,130,37
2014-02,Regiao de Saude LVT,Centro Hospitalar Psiquiatrico de Lisboa,,
2014-01,Regiao de Saude do Centro,Hospital Dr. Francisco Zagalo,,
2014-01,Regiao de Saude LVT,Instituto Gama Pinto,,
2014-04,Regiao de Saude do Alentejo,"Unidade Local de Saude do Norte Alentejo, EPE",163,48
2014-04,Regiao de Saude do Centro,"Unidade Local de Saude de Castelo Branco, EPE",117,36
2014-03,Regiao de Saude LVT,"Centro Hospitalar Lisboa Norte, EPE",515,146
2014-03,Regiao de Saude LVT,"Hospital Fernando da Fonseca, EPE",597,185
2014-03,Regiao de Saude LVT,"Hospital de Loures, PPP",561,114
2014-03,Regiao de Saude LVT,Instituto Gama Pinto,,
